Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Zona Uso ITBI;Data Inclusao Transacao
RUA DONA NANCY DE VASCONCELOS GOMES 85 - APT 404 - SAGRADA FAMILIA - 31030-071 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2009;582,19;117,4;117,4;P3;0,05472;AP;RESIDENCIAL;460000;ZAP;03/11/2021
RUA DOS INCONFIDENTES 900 - APT 703 - SAVASSI - 30140-128 - BELO HORIZONTE - MG;SAVASSI;2021;760,09;116,81;116,81;P4;0,025103;AP;RESIDENCIAL;700860;ZCBH;03/11/2021
RUA DOS VIOLINOS 142 - BLOCO 12 APT 204 - CONJUNTO CALIFORNIA I - 30850-700 - BELO HORIZONTE - MG;CONJUNTO CALIFORNIA I;1979;59600;66,42;66,42;P3;0,001158;AP;RESIDENCIAL;198000;ZAP;03/11/2021
RUA DOUTOR LUCIDIO AVELAR 190 - BLOCO 3 APT 302 - BURITIS - 30493-165 - BELO HORIZONTE - MG;BURITIS;2003;1800;61,97;61,97;P3;0,014398;AP;RESIDENCIAL;250000;ZAR2;03/11/2021
RUA ESTER AUGUSTA RIBEIRO 70 - APT 302 BLOCO 6 - CAMARGOS - 30525-490 - BELO HORIZONTE - MG;CAMARGOS;2009;10311;45,62;45,62;P3;0,003661;AP;RESIDENCIAL;163740,21;ZAR2;03/11/2021
RUA EXPEDICIONARIO JORDELINO ALVES 161 - CASA 1 - SANTA TEREZINHA - 31360-260 - BELO HORIZONTE - MG;SANTA TEREZINHA;2011;360;113,8;113,8;P3;0,272625;CA;RESIDENCIAL;520000;ZAP;03/11/2021
RUA FELIPE DOS SANTOS 335 - APT 1501 - LOURDES - 30180-160 - BELO HORIZONTE - MG;LOURDES;1982;1321;268;268;P4;0,033333;AP;RESIDENCIAL;1173840;ZCBH;03/11/2021
RUA FRANCISCO AUGUSTO ROCHA 101 - APT 1001 BLOCO 3 - PLANALTO - 31720-260 - BELO HORIZONTE - MG;PLANALTO;2016;15838,43;92,89;92,89;P4;0,002509;AP;RESIDENCIAL;373000;ZAP;03/11/2021
RUA GARUMA 69 - APT 102 - JARAGUA - 31270-370 - BELO HORIZONTE - MG;JARAGUA;2020;372;177,3;177,3;P4;0,132;AP;RESIDENCIAL;700335;ZAP;03/11/2021
RUA GENTIL PORTUGAL DO BRASIL 55 - APT 304 BLOCO 41 - CAMARGOS - 30520-540 - BELO HORIZONTE - MG;CAMARGOS;2013;59833,1;48,57;48,57;P3;0,000739;AP;RESIDENCIAL;162214,6;ZAR2;03/11/2021
RUA GRAO PARA 759 - APT 1101 - SANTA EFIGENIA - 30150-341 - BELO HORIZONTE - MG;SANTA EFIGENIA;2006;960;220,6;220,6;P4;0,03702;AP;RESIDENCIAL;1150000;ZCBH;03/11/2021
RUA GUAIRA 205 - APT 101 - CAICARAS - 30770-480 - BELO HORIZONTE - MG;CAICARAS;1991;360;190,8;190,8;P3;0,176004;AP;RESIDENCIAL;497988;ZAR2;03/11/2021
RUA HORTA BARBOSA 237 - APT 302 - NOVA FLORESTA - 31140-260 - BELO HORIZONTE - MG;NOVA FLORESTA;2014;493;129,33;129,33;P3;0,073918;AP;RESIDENCIAL;450068,4;ZAP;03/11/2021
RUA IBIRATI 204 - APT 404 - RENASCENCA - 31130-660 - BELO HORIZONTE - MG;RENASCENCA;1983;720;91;91;P2;0,05857;AP;RESIDENCIAL;234234;ZAP;03/11/2021
RUA IGUASSU 679 - APT 201 - CONCORDIA - 31110-600 - BELO HORIZONTE - MG;CONCORDIA;1976;420;100;100;P2;0,25;AP;RESIDENCIAL;338000;ZAP;03/11/2021
RUA INTERSINDICAL 76 - BLOCO A APT 302 - FLAVIO DE OLIVEIRA - 30626-540 - BELO HORIZONTE - MG;FLAVIO DE OLIVEIRA;1982;27055,91;68,07;68,07;P2;0,004474;AP;RESIDENCIAL;160000;ZAP;03/11/2021
RUA JATAI 850 - APT 303 - NOVA FLORESTA - 31140-190 - BELO HORIZONTE - MG;NOVA FLORESTA;1984;960;98,69;98,69;P3;0,02777;AP;RESIDENCIAL;285000;ZAP;03/11/2021
RUA JOAO CAETANO 172 - APT 202 - NOVA SUISSA - 30421-270 - BELO HORIZONTE - MG;NOVA SUISSA;2018;360;142,87;142,87;P3;0,1088;AP;RESIDENCIAL;497187,6;ZAP;03/11/2021
RUA JOAO FURTADO 200 - APT 2301 - GUTIERREZ - 30441-074 - BELO HORIZONTE - MG;GUTIERREZ;2006;7224;985,17;985,17;P5;0,045695;AP;RESIDENCIAL;9179067,92;ZA;03/11/2021
RUA JOAO FURTADO 200 - GARAGE 29 - GUTIERREZ - 30441-074 - BELO HORIZONTE - MG;GUTIERREZ;2006;7224;14,42;14,42;P5;0,000669;VR;RESIDENCIAL;54105,28;ZA;03/11/2021
RUA JOAO FURTADO 200 - GARAGE 30 - GUTIERREZ - 30441-074 - BELO HORIZONTE - MG;GUTIERREZ;2006;7224;14,42;14,42;P5;0,000669;VR;RESIDENCIAL;54105,28;ZA;03/11/2021
RUA JOAO FURTADO 200 - GARAGE 32 - GUTIERREZ - 30441-074 - BELO HORIZONTE - MG;GUTIERREZ;2006;7224;14,42;14,42;P5;0,000669;VR;RESIDENCIAL;60814,08;ZA;03/11/2021
RUA JOAO FURTADO 200 - GARAGE 36 - GUTIERREZ - 30441-074 - BELO HORIZONTE - MG;GUTIERREZ;2006;7224;14,42;14,42;P5;0,000669;VR;RESIDENCIAL;54105,28;ZA;03/11/2021
RUA JOAO LOURIVAL DIAS 141 - SILVEIRA - 31140-450 - BELO HORIZONTE - MG;SILVEIRA;1978;456;514,8;589,2;P3;1;CA;RESIDENCIAL;1400000;ZAP;03/11/2021
RUA JOSE DO PATROCINIO CARNEIRO 15 - APT 203 - BURITIS - 30575-250 - BELO HORIZONTE - MG;BURITIS;2001;476;93,41;93,41;P3;0,082509;AP;RESIDENCIAL;319000;ZAR2;03/11/2021
RUA JOSE MOREIRA 574 - APT 301 - TIROL - 30662-130 - BELO HORIZONTE - MG;TIROL;2021;466,4;126,2;126,2;P4;0,10176;AP;RESIDENCIAL;498490;ZAP;03/11/2021
RUA JOSE RIBEIRO FILHO 207 - APT 1202 BLOCO 1 - OURO PRETO - 31330-500 - BELO HORIZONTE - MG;OURO PRETO;2016;2378;125,69;125,69;P3;0,014939;AP;RESIDENCIAL;620000;ZAP;03/11/2021
RUA JOSE RIBEIRO FILHO 396 - APT 804 BLOCO 2 - PAQUETA - 31330-500 - BELO HORIZONTE - MG;PAQUETA;2009;4522;81,68;81,68;P3;0,0116;AP;RESIDENCIAL;323219,72;ZAP;03/11/2021
RUA JURUENA 12 - APT 300 - BURITIS - 30493-170 - BELO HORIZONTE - MG;BURITIS;2011;813,75;302,25;302,25;P5;0,103004;AP;RESIDENCIAL;1293600,14;ZAR2;03/11/2021
RUA JUVENAL MELO SENRA 175 - APT 202 - BELVEDERE - 30320-660 - BELO HORIZONTE - MG;BELVEDERE;2001;2112;263,55;263,55;P5;0,03471;AP;RESIDENCIAL;1470000;ZP3;03/11/2021
RUA MAESTRO GEORGE MARINUZZI 298 - APT 603 - MANACAS - 30840-620 - BELO HORIZONTE - MG;MANACAS;2015;996;87,38;87,38;P3;0,029;AP;RESIDENCIAL;280000;ZAP;03/11/2021
RUA MAJOR LOPES 469 - SAO PEDRO - 30330-050 - BELO HORIZONTE - MG;SAO PEDRO;1968;360;336;336;P2;1;LJ;NAO RESIDENCIAL;2107300,8;ZA;03/11/2021
RUA MARECHAL BITENCOURT 63 - GARAGE 35 - GUTIERREZ - 30441-114 - BELO HORIZONTE - MG;GUTIERREZ;2006;7224;14,42;14,42;P5;0,000669;VR;RESIDENCIAL;54105,28;ZA;03/11/2021
RUA MARIA AMELIA MELLO 1030 - APT 602 BLOCO 2 - SANTA HELENA - 30642-160 - BELO HORIZONTE - MG;SANTA HELENA;2021;1047,75;50,69;50,69;P4;0,005936;AP;RESIDENCIAL;220786;ZAP;03/11/2021
RUA MARIA AMELIA MELLO 1030 - APT 802 BLOCO 2 - SANTA HELENA - 30642-160 - BELO HORIZONTE - MG;SANTA HELENA;2021;1047,75;50,69;50,69;P4;0,005936;AP;RESIDENCIAL;225475,63;ZAP;03/11/2021
RUA MOACYR JOSE BERNARDES 84 - APT 501 - BURITIS - 30575-315 - BELO HORIZONTE - MG;BURITIS;2021;703,94;118,35;118,35;P3;0,071203;AP;RESIDENCIAL;395000;ZAR2;03/11/2021
RUA MONTE BRANCO 405 - APT 101 - NOVA SUISSA - 30421-138 - BELO HORIZONTE - MG;NOVA SUISSA;1964;318;79,55;79,55;P2;0,250157;AP;RESIDENCIAL;175000;ZAP;03/11/2021
RUA MONTES CLAROS 1471 - APT 81 - ANCHIETA - 30310-702 - BELO HORIZONTE - MG;ANCHIETA;1981;706,5;129,57;129,57;P4;0,04355;CA;RESIDENCIAL;440000;ZA;03/11/2021
RUA MONTE SIMPLON 770 - APT 301 - SALGADO FILHO - 30550-162 - BELO HORIZONTE - MG;SALGADO FILHO;1994;300;90,81;90,81;P3;0,166666;AP;RESIDENCIAL;275000;ZAP;03/11/2021
RUA NICACIO DE OLIVEIRA 94 - CAICARA ADELAIDE - 30770-320 - BELO HORIZONTE - MG;CAICARA ADELAIDE;1958;200;259;189;P3;1;CA;RESIDENCIAL;660000;ZAP;03/11/2021
RUA PADRE WILIAN SILVA 203 - PLANALTO - 31720-060 - BELO HORIZONTE - MG;PLANALTO;1986;360;332;332;P3;1;CA;RESIDENCIAL;714748;ZAP;03/11/2021
RUA PARACATU 1163 - GARAGE 2 - SANTO AGOSTINHO - 30180-098 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1993;672;11;11;P3;0,00353;VC;NAO RESIDENCIAL;45034;ZCBH;03/11/2021
RUA PARACATU 1163 - SALA 702 - SANTO AGOSTINHO - 30180-098 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1993;672;45,91;45,91;P3;0,01473;SL;NAO RESIDENCIAL;216144,28;ZCBH;03/11/2021
RUA PARAIBA 476 - ANDAR 2 GARAGE 22 1 NIVEL - SAVASSI - 30130-141 - BELO HORIZONTE - MG;SAVASSI;1997;793;16,9;16,9;P4;0,002079;VC;NAO RESIDENCIAL;51296,51;ZCBH;03/11/2021
RUA PARAIBA 476 - ANDAR 9 SALA 903 - SAVASSI - 30130-141 - BELO HORIZONTE - MG;SAVASSI;1997;793;57,67;57,67;P4;0,007094;SL;NAO RESIDENCIAL;327998,13;ZCBH;03/11/2021
RUA PAULO DINIZ CARNEIRO 273 - BLOCO 2 APT 202 - BURITIS - 30575-820 - BELO HORIZONTE - MG;BURITIS;2005;1893;76,64;76,64;P3;0,017649;AP;RESIDENCIAL;313380,96;ZAR2;03/11/2021
RUA PAULO PIEDADE CAMPOS 15 - APT 1001 BLOCO 1 - ESTORIL - 30494-225 - BELO HORIZONTE - MG;ESTORIL;2013;8062,47;164,56;164,56;P5;0,00794;AP;RESIDENCIAL;800000;ZAR2;03/11/2021
RUA PAULO PIEDADE CAMPOS 2770 - ESTORIL - 30494-060 - BELO HORIZONTE - MG;ESTORIL;0;693,57;0;0;TE;1;LV;TERRITORIAL;438336,24;ZAR2;03/11/2021
RUA PAULO PIEDADE CAMPOS - ESTORIL - 30455-250 - BELO HORIZONTE - MG;ESTORIL;0;748,15;0;0;TE;1;LV;TERRITORIAL;472830,8;ZAR2;03/11/2021
RUA PAULO PIEDADE CAMPOS - ESTORIL - 30455-250 - BELO HORIZONTE - MG;ESTORIL;0;845,97;0;0;TE;1;LV;TERRITORIAL;267326,52;ZAR2;03/11/2021
RUA PECANHA 201 - BLOCO F APT 304 - CARLOS PRATES - 30710-040 - BELO HORIZONTE - MG;CARLOS PRATES;1990;3279;67,04;67,04;P3;0,01136;AP;RESIDENCIAL;199282,91;ZA;03/11/2021
RUA PIUM I 1040 - LOJA 27 - SION - 30310-080 - BELO HORIZONTE - MG;SION;1965;280;23,8;23,8;P2;0,044;LJ;NAO RESIDENCIAL;230000;ZA;03/11/2021
RUA SENA MADUREIRA 277 - APT 406 - OURO PRETO - 31340-000 - BELO HORIZONTE - MG;OURO PRETO;2004;1050;64,99;64,99;P3;0,022003;AP;RESIDENCIAL;269349,8;ZAP;03/11/2021
RUA TURMALINA 540 - CASA 2 - PRADO - 30411-117 - BELO HORIZONTE - MG;PRADO;1966;208;112,1;112,1;P2;0,32661;CA;RESIDENCIAL;320000;ZA;03/11/2021
RUA ULISSES MARCONDES ESCOBAR 36 - APT 201 - BURITIS - 30575-110 - BELO HORIZONTE - MG;BURITIS;1994;469;144,8;144,8;P3;0,166666;AP;RESIDENCIAL;400000;ZAR2;03/11/2021
RUA VERALDO LAMBERTUCCI 150 - APT 502 - NOVO SAO LUCAS - 30240-540 - BELO HORIZONTE - MG;NOVO SAO LUCAS;2014;540;265,51;265,51;P3;0,15282;AP;RESIDENCIAL;630000;ZAP;03/11/2021
RUA DESEMBARGADOR TINOCO 220 - APT 501 - MONSENHOR MESSIAS - 30720-480 - BELO HORIZONTE - MG;MONSENHOR MESSIAS;1983;500;94,74;94,74;P3;0,0714;AP;RESIDENCIAL;211004,93;ZAP;03/11/2021
RUA MONTES CLAROS 429 - APT 04 - CARMO - 30310-370 - BELO HORIZONTE - MG;CARMO;2015;560;177,09;177,09;P3;0,09102;AP;RESIDENCIAL;788050,5;ZA;03/11/2021
RUA EUGENIO MURILO RUBIAO 180 - APT 700 - ANCHIETA - 30310-540 - BELO HORIZONTE - MG;ANCHIETA;2012;805;333,93;667,86;P5;0,085147;AP;RESIDENCIAL;1516488,4;ZA;03/11/2021
RUA ODETE RODRIGUES DE OLIVEIRA 133 - JARDIM DOS COMERCIARIOS - 31640-065 - BELO HORIZONTE - MG;JARDIM DOS COMERCIARIOS;1985;525;274;548;P2;1;CA;RESIDENCIAL;489999,88;ZAP;03/11/2021
RUA ISMAEL PEREIRA DOS SANTOS 446 - GARAGE 03 - BARREIRO - 30642-010 - BELO HORIZONTE - MG;BARREIRO;2014;380;8,45;16,9;P3;0,006274;VR;RESIDENCIAL;22566,7;ZA;03/11/2021
RUA CASTELO DE EDIMBURGO 314 - APT 202 - CASTELO - 31330-240 - BELO HORIZONTE - MG;CASTELO;2018;840;190,29;190,29;P4;0,06039;AP;RESIDENCIAL;679335,3;ZAR2;03/11/2021
RUA CASTELO DE EDIMBURGO 314 - APT 402 - CASTELO - 31330-240 - BELO HORIZONTE - MG;CASTELO;2018;840;161,49;161,49;P4;0,05125;AP;RESIDENCIAL;576519,3;ZAR2;03/11/2021
RUA DOS AIMORES 2576 - APT 1905 - SANTO AGOSTINHO - 30140-076 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1994;1996;174,73;174,73;P3;0,013163;AP;RESIDENCIAL;900000;ZCBH;03/11/2021
RUA NASCIMENTO 171 - APT 403 BLOCO 3 - ARAGUAIA - 30620-390 - BELO HORIZONTE - MG;ARAGUAIA;2011;3866;48,47;48,47;P3;0,00903;AP;RESIDENCIAL;170000;ZAP;03/11/2021
RUA MAGI SALOMON 797 - APT 401 - SALGADO FILHO - 30550-190 - BELO HORIZONTE - MG;SALGADO FILHO;2021;461,35;104,84;104,84;P3;0,064407;AP;RESIDENCIAL;344923,6;ZAP;03/11/2021
RUA BRAZ CUBAS 168 - APT 502 - ANCHIETA - 30310-220 - BELO HORIZONTE - MG;ANCHIETA;2008;680;173,52;173,52;P4;0,07777;AP;RESIDENCIAL;1089186,04;ZA;03/11/2021
RUA DOS CARIJOS 558 - APT 308 - CENTRO - 30120-064 - BELO HORIZONTE - MG;CENTRO;1957;1200;50,82;50,82;P3;0,005509;AP;RESIDENCIAL;150000;ZHIP;03/11/2021
RUA GIPSITA 123 - CASA 01 - CANDELARIA - 31535-540 - BELO HORIZONTE - MG;CANDELARIA;2021;202,63;61,57;61,57;P3;0,368;CA;RESIDENCIAL;320000;ZAP;03/11/2021
RUA FERNANDES TOURINHO 221 - APT 1606 - SAVASSI - 30112-000 - BELO HORIZONTE - MG;SAVASSI;2020;1921,8;143,33;143,33;P4;0,011505;AP;RESIDENCIAL;1115000;ZCBH;03/11/2021
AVE PROFESSOR MARIO WERNECK 2409 - APT 201 - BURITIS - 30575-180 - BELO HORIZONTE - MG;BURITIS;1993;620;165,92;165,92;P4;0,041901;AP;RESIDENCIAL;461306,56;ZAR2;03/11/2021
RUA ALBERTO NEPOMUCENO 180 - CASA 6 BLOCO 2 - HAVAI - 30570-620 - BELO HORIZONTE - MG;HAVAI;2016;630;77,95;77,95;P3;0,1692;CA;RESIDENCIAL;360000;ZAR2;03/11/2021
RUA IRACY MANATA 200 - APT 302 - BURITIS - 30575-060 - BELO HORIZONTE - MG;BURITIS;2004;474;111,63;111,63;P3;0,062726;AP;RESIDENCIAL;390000;ZAR2;03/11/2021
RUA JULIO SOARES SANTANA 433 - APT 201 - OURO PRETO - 31320-010 - BELO HORIZONTE - MG;OURO PRETO;2015;408,75;156,4;156,4;P3;0,169529;AP;RESIDENCIAL;327843,18;ZAR2;03/11/2021
RUA JOAQUIM MURTINHO 97 - APT 102 - SANTO ANTONIO - 30350-050 - BELO HORIZONTE - MG;SANTO ANTONIO;1978;465;201,02;201,02;P3;0,10475;AP;RESIDENCIAL;750000;ZA;03/11/2021
RUA JOSE RIBEIRO 94 - SANTO ANTONIO - 30350-030 - BELO HORIZONTE - MG;SANTO ANTONIO;1958;384;264;528;P3;1;CA;RESIDENCIAL;1711116;ZA;03/11/2021
RUA DA PATAGONIA 200 - APT 1602 - SION - 30320-080 - BELO HORIZONTE - MG;SION;2016;3964,63;464,01;464,01;P4;0,04012;AP;RESIDENCIAL;1900000;ZA;03/11/2021
RUA SANTO ONOFRE 194 - CASA 02 - MANACAS - 30840-670 - BELO HORIZONTE - MG;MANACAS;2021;451,8;92,72;92,72;P3;0,183822;CA;RESIDENCIAL;650000;ZAP;03/11/2021
RUA STELLA HANRIOT 200 - APT 503 - BURITIS - 30575-120 - BELO HORIZONTE - MG;BURITIS;2006;2316;407,76;407,76;P4;0,083139;AP;RESIDENCIAL;1300000;ZAR2;03/11/2021
RUA ZURICK 556 - APT 302 - NOVA SUISSA - 30421-060 - BELO HORIZONTE - MG;NOVA SUISSA;1987;330;130,69;130,69;P2;0,136;AP;RESIDENCIAL;330000;ZAP;03/11/2021
AVE OLEGARIO MACIEL 1099 - APT 802 - LOURDES - 30180-111 - BELO HORIZONTE - MG;LOURDES;1951;497;160;160;P2;0,022219;AP;RESIDENCIAL;450000;ZHIP;03/11/2021
RUA DOS TUPIS 171 - APT 202 BLOCO A - CENTRO - 30190-902 - BELO HORIZONTE - MG;CENTRO;1965;1093;80,7;80,7;P3;0,013722;AP;RESIDENCIAL;510000;ZHIP;03/11/2021
RUA GENEBRA 1131 - APT 301 - NOVA SUISSA - 30421-121 - BELO HORIZONTE - MG;NOVA SUISSA;1977;600;93,75;93,75;P3;0,0625;AP;RESIDENCIAL;328860;ZAP;03/11/2021
RUA DOUTOR TELES 227 - APT 302 - LIBERDADE - 31270-180 - BELO HORIZONTE - MG;LIBERDADE;2013;720;196,95;196,95;P5;0,06157;AP;RESIDENCIAL;659652,69;ZAP;03/11/2021
RUA CEARA 1883 - APT 502 - SAVASSI - 30150-318 - BELO HORIZONTE - MG;SAVASSI;1993;1320;334,01;334,01;P4;0,044088;AP;RESIDENCIAL;1375000;ZCBH;03/11/2021
RUA VICOSA 215 - APT 102 - SAO PEDRO - 30330-160 - BELO HORIZONTE - MG;SAO PEDRO;1966;600;107,82;107,82;P2;0,090909;AP;RESIDENCIAL;349900;ZA;03/11/2021
RUA PROFESSOR AMEDEE PERET 600 - APT 801 - CIDADE NOVA - 31170-270 - BELO HORIZONTE - MG;CIDADE NOVA;2012;825,6;196,51;196,51;P4;0,06218;AP;RESIDENCIAL;800000;ZA;03/11/2021
RUA CANDIDO NOGUEIRA 35 - APT 302 - GRAJAU - 30431-218 - BELO HORIZONTE - MG;GRAJAU;2020;570;95,7;95,7;P3;0,066792;AP;RESIDENCIAL;465000;ZA;03/11/2021
RUA ALMIRANTE ALEXANDRINO 781 - APT 601 - GUTIERREZ - 30441-082 - BELO HORIZONTE - MG;GUTIERREZ;2013;888;283,17;283,17;P5;0,07129;AP;RESIDENCIAL;1200000;ZA;03/11/2021
AVE AGGEO PIO SOBRINHO 267 - APT 302 - BURITIS - 30575-834 - BELO HORIZONTE - MG;BURITIS;2016;999,34;172,87;172,87;P4;0,04375;AP;RESIDENCIAL;630000;ZAR2;04/11/2021
AVE DOM JOAO VI 201 - CINQUENTENARIO - 30570-063 - BELO HORIZONTE - MG;CINQUENTENARIO;1977;396;36,32;36,32;P1;0,164557;LJ;NAO RESIDENCIAL;126185,84;ZAP;04/11/2021
AVE DOM JOAO VI 201 - CINQUENTENARIO - 30570-063 - BELO HORIZONTE - MG;CINQUENTENARIO;1977;396;184,42;184,42;P2;0,835443;CA;RESIDENCIAL;574055,36;ZAP;04/11/2021
AVE GETULIO VARGAS 1300 - GARAGE 43 NIVEL 04 PAVMTO 02 - SAVASSI - 30112-024 - BELO HORIZONTE - MG;SAVASSI;1994;1224,97;17,49;17,49;P3;0,001329;VC;NAO RESIDENCIAL;72382,37;ZCBH;04/11/2021
AVE MIGUEL PERRELA 975 - APT 202 BLOCO 3 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2016;18716,18;59,95;59,95;P3;0,001583;AP;RESIDENCIAL;266000;ZAR2;04/11/2021
AVE PRESIDENTE 1110 - APT 402 - COPACABANA - 31550-100 - BELO HORIZONTE - MG;COPACABANA;2016;1127,9;79,27;79,27;P3;0,04577;AP;RESIDENCIAL;260798,3;ZAR2;04/11/2021
RUA AIMEE SEMPLE MCPHERSON 250 - BLOCO 2 APT 304 - LIBERDADE - 31270-220 - BELO HORIZONTE - MG;LIBERDADE;2005;829,5;42,76;42,76;P3;0,023176;AP;RESIDENCIAL;177000;ZAP;04/11/2021
RUA ALVARO MARTINS 137 - APT 305 - DONA CLARA - 31260-330 - BELO HORIZONTE - MG;DONA CLARA;2000;720;60,04;60,04;P3;0,03754;AP;RESIDENCIAL;220000;ZAP;04/11/2021
RUA AMERICO SCOTT 261 - APT 502 - SERRA - 30220-010 - BELO HORIZONTE - MG;SERRA;2012;1027,37;174,02;174,02;P4;0,04905;AP;RESIDENCIAL;827000;ZA;04/11/2021
RUA ANTONIO CESARIO DA ROCHA 162 - BLOCO I APT 203 - CAICARA ADELAIDE - 30750-170 - BELO HORIZONTE - MG;CAICARA ADELAIDE;1998;1081,95;68,89;68,89;P2;0,0364;AP;RESIDENCIAL;200481,34;ZAR2;04/11/2021
RUA ANTONIO ORLINDO DE CASTRO 534 - CASA 5 - SAO JOAO BATISTA - 31515-290 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2003;749;116,74;116,74;P3;0,194;CA;RESIDENCIAL;340000;ZAP;04/11/2021
RUA ARARUAMA 65 - CARLOS PRATES - 30710-310 - BELO HORIZONTE - MG;CARLOS PRATES;2013;350;168,47;296,74;P3;1;CA;RESIDENCIAL;674011;ZA;04/11/2021
RUA BERNARDO GUIMARAES 1199 - APT 502 - BOA VIAGEM - 30140-084 - BELO HORIZONTE - MG;BOA VIAGEM;2020;600;133,31;133,31;P4;0,036149;AP;RESIDENCIAL;799860;ZCBH;04/11/2021
RUA CARAVELAS 92-A - VERA CRUZ - 30285-120 - BELO HORIZONTE - MG;VERA CRUZ;2000;126;50,41;50,41;P2;1;CA;RESIDENCIAL;139169,59;ZAP;04/11/2021
RUA CASTELO DE ALENQUER 345 - APT 302 - CASTELO - 31330-050 - BELO HORIZONTE - MG;CASTELO;2020;420;119,39;119,39;P4;0,09035;AP;RESIDENCIAL;543000;ZAR2;04/11/2021
RUA CASTELO SETUBAL 550 - APT 303 - CASTELO - 31330-090 - BELO HORIZONTE - MG;CASTELO;2010;600;98,61;98,61;P3;0,055429;AP;RESIDENCIAL;348406,59;ZAR2;04/11/2021
RUA CECILIA FONSECA COUTINHO 21 - APT 1304 - CASTELO - 30840-500 - BELO HORIZONTE - MG;CASTELO;2014;1705;155,67;155,67;P4;0,02181;AP;RESIDENCIAL;410184,2;ZAR2;04/11/2021
RUA CHILE 100 - APT 301 - SION - 30310-670 - BELO HORIZONTE - MG;SION;1974;390;113,56;113,56;P3;0,1456;AP;RESIDENCIAL;400000;ZA;04/11/2021
RUA CLAUDIO MANOEL 1061 - APT 1001 - SAVASSI - 30140-108 - BELO HORIZONTE - MG;SAVASSI;2011;776,36;129,51;129,51;P4;0,023871;AP;RESIDENCIAL;777060;ZCBH;04/11/2021
RUA CORONEL JAIRO PEREIRA 323 - APT 302 - PALMARES - 00000-000 - BELO HORIZONTE - MG;PALMARES;2000;360;189;189;P3;0,207032;AP;RESIDENCIAL;572216,4;ZAP;04/11/2021
RUA CRISTINA 685 - APT 22 - SAO PEDRO - 30330-130 - BELO HORIZONTE - MG;SAO PEDRO;1975;502;157,5;157,5;P3;0,125;AP;RESIDENCIAL;455568,75;ZA;04/11/2021
RUA CURRAL DEL REI 525 - APT 402 - PADRE EUSTAQUIO - 30720-220 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2005;750;162,77;162,77;P3;0,07586;AP;RESIDENCIAL;600000;ZA;04/11/2021
RUA DA REPRESA 50 - BLOCO 3 APT 403 - HAVAI - 30555-130 - BELO HORIZONTE - MG;HAVAI;2000;4590;52,63;52,63;P2;0,010218;AP;RESIDENCIAL;180000;ZAR2;04/11/2021
RUA DAVID FONSECA 1393 - APT 202 - MILIONARIOS - 30620-230 - BELO HORIZONTE - MG;MILIONARIOS;2018;360;80,52;80,52;P3;0,091905;AP;RESIDENCIAL;235000;ZAP;04/11/2021
RUA DESEMBARGADOR ASSIS ROCHA - BELVEDERE - 30320-250 - BELO HORIZONTE - MG;BELVEDERE;0;420;0;0;TE;1;LV;TERRITORIAL;1025000;ZP2;04/11/2021
RUA DESEMBARGADOR JOSE SATYRO 140 - APT 201 - CASTELO - 30840-490 - BELO HORIZONTE - MG;CASTELO;2002;425,7;143,63;143,63;P3;0,14302;AP;RESIDENCIAL;425288,43;ZAR2;04/11/2021
RUA DESEMBARGADOR JOSE SATYRO 324 - APT 602 - CASTELO - 30840-490 - BELO HORIZONTE - MG;CASTELO;2006;854,4;156,1;156,1;P4;0,05217;AP;RESIDENCIAL;349861,53;ZAR2;04/11/2021
RUA DOS GOITACAZES 365 - APT 103 - CENTRO - 30190-050 - BELO HORIZONTE - MG;CENTRO;1983;400;56,65;56,65;P3;0,018383;AP;RESIDENCIAL;195000;ZHIP;04/11/2021
RUA DOS GOITACAZES 470 - APT 606 - CENTRO - 30190-051 - BELO HORIZONTE - MG;CENTRO;1960;850;110,48;110,48;P2;0,01254;AP;RESIDENCIAL;258191,76;ZHIP;04/11/2021
RUA DOS UAICAS - SANTA MONICA - 31530-320 - BELO HORIZONTE - MG;SANTA MONICA;0;360;0;0;TE;1;LV;TERRITORIAL;450000;ZAP;04/11/2021
RUA ENGENHEIRO ALBERTO PONTES 122 - APT 703 - BURITIS - 30492-020 - BELO HORIZONTE - MG;BURITIS;2009;1800;273,89;273,89;P5;0,030902;AP;RESIDENCIAL;878177,67;ZAR2;04/11/2021
RUA ESTER AUGUSTA RIBEIRO 130 - APT 203 BLOCO 12 - CAMARGOS - 30525-490 - BELO HORIZONTE - MG;CAMARGOS;2009;10311;45,62;45,62;P3;0,003661;AP;RESIDENCIAL;163740,21;ZAR2;04/11/2021
