Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Zona Uso ITBI;Data Inclusao Transacao
RUA MARAMBAIA 687 - APT 301 BLOCO 1 - CAICARAS - 30770-100 - BELO HORIZONTE - MG;CAICARAS;2.016;4.881,60;154,82;154,82;P4;0,01;AP;RESIDENCIAL;695.000;ZAP;26/10/2021
RUA AUGUSTO SOUZA COUTINHO 718 - ALVARO CAMARGOS - 30860-140 - BELO HORIZONTE - MG;ALVARO CAMARGOS;1.981;360;378;756;P3;1;CA;RESIDENCIAL;712.467,36;ZAP;26/10/2021
RUA ACUCENAS 630 - APT 1703 BLOCO A - NOVA SUISSA - 30421-310 - BELO HORIZONTE - MG;NOVA SUISSA;2.013;6.621,39;138,13;138,13;P4;0,01;AP;RESIDENCIAL;720.000;ZAP;26/10/2021
RUA MARIA MACEDO 351 - APT 904 - NOVA GRANADA - 30421-223 - BELO HORIZONTE - MG;NOVA GRANADA;2.014;1.948,25;200,33;200,33;P4;0,02;AP;RESIDENCIAL;791.303,50;ZAP;26/10/2021
RUA CAMBUI 338 - GUARANI - 31840-120 - BELO HORIZONTE - MG;GUARANI;1.994;360;398,94;398,94;P4;0,92;CA;RESIDENCIAL;925.000;ZAP;26/10/2021
RUA VARGINHA 806 - APT 101 - COLEGIO BATISTA - 31110-130 - BELO HORIZONTE - MG;COLEGIO BATISTA;2.012;337,5;234,7;234,7;P4;0,27;AP;RESIDENCIAL;927.065;ZAP;26/10/2021
RUA SANTA FE 75 - APT 601 - CAICARAS - 30770-430 - BELO HORIZONTE - MG;CAICARAS;2.021;600;280,25;280,25;P4;0,02;AP;RESIDENCIAL;1.106.987,50;ZAP;26/10/2021
RUA LEOPOLDINO DOS PASSOS 182 - APT 304 - SAO JOSE - 31275-010 - BELO HORIZONTE - MG;SAO JOSE;1.976;6.480;70,93;70,93;P2;0,01;AP;RESIDENCIAL;310.000;ZAR1;26/10/2021
RUA BELO ORIENTE 269 - PROVIDENCIA - 31814-100 - BELO HORIZONTE - MG;PROVIDENCIA;1.986;151,84;56;56;P2;0,39;LJ;NAO RESIDENCIAL;74.303,46;ZAR2;26/10/2021
RUA WOLNEY BELEM BOTELHO 124 - BLOCO 6 APT 208 - JAQUELINE - 31748-365 - BELO HORIZONTE - MG;JAQUELINE;2.001;6.192,79;42,31;42,31;P1;0,01;AP;RESIDENCIAL;142.960,81;ZAR2;26/10/2021
RUA DOS MEDICOS 1307 - BLOCO 8 APT 201 - ALIPIO DE MELO - 30840-020 - BELO HORIZONTE - MG;ALIPIO DE MELO;1.979;14.059;51;51;P2;0,01;AP;RESIDENCIAL;155.000;ZAR2;26/10/2021
RUA FREI CIPRIANO 33 - BLOCO C2 APT 102 - NOVA CACHOEIRINHA - 31250-380 - BELO HORIZONTE - MG;NOVA CACHOEIRINHA;1.981;26.841;54,64;54,64;P3;0;AP;RESIDENCIAL;157.004,52;ZAR2;26/10/2021
RUA JOINVILLE 431 - APT 104 - COPACABANA - 31550-550 - BELO HORIZONTE - MG;COPACABANA;1.981;2.520;70;70;P2;0,02;AP;RESIDENCIAL;167.170,50;ZAR2;26/10/2021
RUA JOAO GUSMAN 10 - APT 102 BLOCO 3 - JAQUELINE - 31748-373 - BELO HORIZONTE - MG;JAQUELINE;2.011;3.048;48,17;48,17;P3;0,01;AP;RESIDENCIAL;176.451,49;ZAR2;26/10/2021
RUA BENIGNO FAGUNDES DA SILVA 340 - BLOCO A13 APT 202 - SERRA VERDE - 31630-070 - BELO HORIZONTE - MG;SERRA VERDE;1.984;17.915;72;72;P3;0;AP;RESIDENCIAL;180.000;ZAR2;26/10/2021
RUA PEDRA LAVRADA 165 - APT 205 BLOCO TORRE 1 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2.021;10.401,77;56,62;56,62;P4;0;AP;RESIDENCIAL;202.133,40;ZAR2;26/10/2021
RUA PEDRA LAVRADA 165 - APT 1107 BLOCO TORRE 2 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2.021;10.401,77;55,17;55,17;P4;0;AP;RESIDENCIAL;212.000;ZAR2;26/10/2021
RUA DOIS MIL DUZENTOS E VINTE E SETE 430 - APT 606 BLOCO 4 - PALMEIRAS - 30575-642 - BELO HORIZONTE - MG;PALMEIRAS;2.020;25.644,42;54,29;54,29;P4;0;AP;RESIDENCIAL;215.000;ZAR2;26/10/2021
RUA DOIS MIL DUZENTOS E VINTE E SETE 430 - APT 1402 BLOCO 1 - PALMEIRAS - 30575-642 - BELO HORIZONTE - MG;PALMEIRAS;2.020;25.644,42;54,24;54,24;P4;0;AP;RESIDENCIAL;215.000;ZAR2;26/10/2021
RUA ANA DIAS DUARTE 140 - APT 806 BLOCO 02 - JARDIM GUANABARA - 31742-273 - BELO HORIZONTE - MG;JARDIM GUANABARA;2.021;15.015;55,66;55,66;P3;0;AP;RESIDENCIAL;215.000;ZAR2;26/10/2021
RUA BUENO DO PRADO 375 - BLOCO 1 APT 403 - ALTO DOS PINHEIROS - 30530-430 - BELO HORIZONTE - MG;ALTO DOS PINHEIROS;1.999;4.618,50;68,84;68,84;P3;0,01;AP;RESIDENCIAL;240.000;ZAR2;26/10/2021
AVE HERACLITO MOURAO DE MIRANDA 295 - APT 502 BLOCO 3 - SERRANO - 30882-013 - BELO HORIZONTE - MG;SERRANO;2.010;4.622,81;76,7;76,7;P3;0,02;AP;RESIDENCIAL;250.000;ZAR2;26/10/2021
RUA GUSTAVO LADEIRA 11 - APT 602 BLOCO TORRE 4 - PAQUETA - 31330-572 - BELO HORIZONTE - MG;PAQUETA;2.013;41.420,65;85,72;85,72;P4;0;AP;RESIDENCIAL;288.932,76;ZAR2;26/10/2021
RUA PARAUNA 563 - CONJUNTO CELSO MACHADO - 30882-410 - BELO HORIZONTE - MG;CONJUNTO CELSO MACHADO;1.981;225,5;136,07;136,07;P2;1;CA;RESIDENCIAL;295.390,60;ZAR2;26/10/2021
RUA NIVALCI DOS SANTOS PEREIRA 131 - MINASCAIXA - 31615-410 - BELO HORIZONTE - MG;MINASCAIXA;2.011;200;188,98;188,98;P3;1;CA;RESIDENCIAL;304.451,40;ZAR2;26/10/2021
RUA FREI LUIZ DE SOUZA 135 - APT 504 BLOCO B - JOAO PINHEIRO - 30530-310 - BELO HORIZONTE - MG;JOAO PINHEIRO;2.018;1.470;117,47;117,47;P3;0,03;AP;RESIDENCIAL;327.993,16;ZAR2;26/10/2021
AVE RAJA GABAGLIA 2000 - SALA 621 PAVMTO 6º BLOCO 2 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2.016;24.330,10;66,45;66,45;P5;0;SL;NAO RESIDENCIAL;342.179,54;ZAR2;26/10/2021
RUA OLINTO MAGALHAES 1782 - DOM BOSCO - 30830-050 - BELO HORIZONTE - MG;DOM BOSCO;1.973;300;323,79;323,79;P3;1;CA;RESIDENCIAL;408.524,64;ZAR2;26/10/2021
RUA CASTELO DE ALCOBACA 280 - APT 202 - CASTELO - 31330-040 - BELO HORIZONTE - MG;CASTELO;2.005;420;139,54;139,54;P3;0,12;AP;RESIDENCIAL;432.000;ZAR2;26/10/2021
RUA CONCEICAO APARECIDA AUGSTEN 343 - APT 103 - CASTELO - 30840-400 - BELO HORIZONTE - MG;CASTELO;2.003;664,8;134,61;134,61;P3;0,09;AP;RESIDENCIAL;445.000;ZAR2;26/10/2021
RUA ELI SEABRA FILHO 100 - APT 401 BLOCO 4 - BURITIS - 30575-740 - BELO HORIZONTE - MG;BURITIS;2.015;34.348,06;78,47;78,47;P4;0;AP;RESIDENCIAL;500.000;ZAR2;26/10/2021
RUA CASTELO DE SINTRA 307 - APT 801 - CASTELO - 31330-200 - BELO HORIZONTE - MG;CASTELO;2.018;754;141,57;141,57;P4;0,05;AP;RESIDENCIAL;505.404,90;ZAR2;26/10/2021
RUA CONSUL WALTER 415 - APT 302 - BURITIS - 30575-140 - BELO HORIZONTE - MG;BURITIS;2.008;1.140;168,57;168,57;P4;0,06;AP;RESIDENCIAL;630.000;ZAR2;26/10/2021
RUA CASTELO GUIMARAES 220 - APT 702 - CASTELO - 31330-250 - BELO HORIZONTE - MG;CASTELO;2.013;840;156,79;156,79;P4;0,06;AP;RESIDENCIAL;640.000;ZAR2;26/10/2021
RUA CASTELO DE ARRAIOLOS 45 - APT 604 - CASTELO - 31330-070 - BELO HORIZONTE - MG;CASTELO;2.011;907;152,74;152,74;P4;0,04;AP;RESIDENCIAL;670.000;ZAR2;26/10/2021
RUA JORGE ANGEL LIVRAGA 111 - APT 401 - PALMARES - 31155-420 - BELO HORIZONTE - MG;PALMARES;2.011;420;221,64;221,64;P3;0,21;AP;RESIDENCIAL;729.195,60;ZAR2;26/10/2021
RUA ELSON NUNES DE SOUZA 490 - APT 1303 - CASTELO - 30840-530 - BELO HORIZONTE - MG;CASTELO;2.016;4.200;159,41;159,41;P4;0,01;AP;RESIDENCIAL;860.000;ZAR2;26/10/2021
AVE DO CONTORNO 4480 - GARAGE 42 - FUNCIONARIOS - 30110-028 - BELO HORIZONTE - MG;FUNCIONARIOS;1.994;1.694;11,12;11,12;P4;0;VC;NAO RESIDENCIAL;43.951,80;ZCBH;26/10/2021
RUA PERNAMBUCO 439 - GARAGE 5SP01 - SAVASSI - 30130-153 - BELO HORIZONTE - MG;SAVASSI;1.981;600;29;29;P4;0;VR;RESIDENCIAL;115.971;ZCBH;26/10/2021
RUA MARANHAO 352 - SALA 702 - SANTA EFIGENIA - 30150-330 - BELO HORIZONTE - MG;SANTA EFIGENIA;2.000;300;41,95;41,95;P3;0,03;SL;NAO RESIDENCIAL;152.735,52;ZCBH;26/10/2021
RUA MARANHAO 352 - SALA 701 - SANTA EFIGENIA - 30150-330 - BELO HORIZONTE - MG;SANTA EFIGENIA;2.000;300;52,61;52,61;P3;0,04;SL;NAO RESIDENCIAL;191.547,45;ZCBH;26/10/2021
RUA PERNAMBUCO 439 - APT 1501 - SAVASSI - 30130-153 - BELO HORIZONTE - MG;SAVASSI;1.981;600;72;72;P4;0,02;AP;RESIDENCIAL;348.364,80;ZCBH;26/10/2021
RUA TOME DE SOUZA 950 - APT 1503 - SAVASSI - 30140-136 - BELO HORIZONTE - MG;SAVASSI;2.018;2.712;86,45;86,45;P4;0;AP;RESIDENCIAL;542.330;ZCBH;26/10/2021
AVE BARBACENA 600 - SALA 822 - BARRO PRETO - 30190-134 - BELO HORIZONTE - MG;BARRO PRETO;2.019;4.402,46;69,36;69,36;P5;0;SL;NAO RESIDENCIAL;565.598,71;ZCBH;26/10/2021
RUA PERNAMBUCO 473 - APT 1904 - SAVASSI - 30130-153 - BELO HORIZONTE - MG;SAVASSI;1.985;1.800;155;155;P3;0,01;AP;RESIDENCIAL;680.000;ZCBH;26/10/2021
RUA BERNARDO GUIMARAES 594 - APT 202 - FUNCIONARIOS - 30140-086 - BELO HORIZONTE - MG;FUNCIONARIOS;2.021;1.290;191,07;191,07;P4;0,02;AP;RESIDENCIAL;1.205.400;ZCBH;26/10/2021
RUA CEARA 1350 - APT 1103 - FUNCIONARIOS - 30150-313 - BELO HORIZONTE - MG;FUNCIONARIOS;2.021;1.660;152,32;152,32;P5;0,02;AP;RESIDENCIAL;1.226.455,29;ZCBH;26/10/2021
RUA CEARA 1350 - APT 204 - FUNCIONARIOS - 30150-313 - BELO HORIZONTE - MG;FUNCIONARIOS;2.021;1.660;153,03;153,03;P5;0,02;AP;RESIDENCIAL;1.363.186,69;ZCBH;26/10/2021
PCA ELLEN GOULD WHITE 43 - APT 204 BLOCO 4 - SOLAR DO BARREIRO - 30671-005 - BELO HORIZONTE - MG;SOLAR DO BARREIRO;2.009;14.977,87;47;47;P2;0;AP;RESIDENCIAL;134.495,20;ZE;26/10/2021
AVE WARLEY APARECIDO MARTINS 566 - CASA 265 - SOLAR DO BARREIRO - 30670-370 - BELO HORIZONTE - MG;SOLAR DO BARREIRO;2.008;57.625,52;41,45;82,9;P3;0;CA;RESIDENCIAL;180.000;ZE;26/10/2021
RUA DESEMBARGADOR SARAIVA 740 - ALTO VERA CRUZ - 30285-150 - BELO HORIZONTE - MG;ALTO VERA CRUZ;1.980;440;35;35;P1;1;BA;RESIDENCIAL;182.610,50;ZEIS1;26/10/2021
RUA DESEMBARGADOR SARAIVA 1227 - ALTO VERA CRUZ - 30285-150 - BELO HORIZONTE - MG;ALTO VERA CRUZ;1.967;430;35;35;P1;1;BA;RESIDENCIAL;200.000;ZEIS1;26/10/2021
AVE AMAZONAS 1306 - LOJA 106 - BARRO PRETO - 30180-003 - BELO HORIZONTE - MG;BARRO PRETO;1.987;531;29,77;29,77;P3;0,02;LJ;NAO RESIDENCIAL;54.625,38;ZHIP;26/10/2021
RUA DOS GOITACAZES 301 - APT 601 - CENTRO - 30190-050 - BELO HORIZONTE - MG;CENTRO;1.971;480;249,97;249,97;P3;0,08;AP;RESIDENCIAL;1.050.000;ZHIP;26/10/2021
AVE OTACILIO NEGRAO DE LIMA 1624 - APT 202 - SAO LUIZ - 31275-042 - BELO HORIZONTE - MG;SAO LUIZ;2.014;4.083,27;33,17;33,17;P3;0,01;AP;RESIDENCIAL;184.690,56;ZP2;26/10/2021
RUA NIACTOR ANDRADE PINTO 85 - BRAUNAS - 31370-450 - BELO HORIZONTE - MG;BRAUNAS;2.021;480;335,81;335,81;P3;1;CA;RESIDENCIAL;800.000;ZP2;26/10/2021
AVE PRUDENTE DE MORAIS 290 - GARAGE 2 - CIDADE JARDIM - 30380-002 - BELO HORIZONTE - MG;CIDADE JARDIM;1.995;1.152;23,31;23,31;P4;0;VC;NAO RESIDENCIAL;92.132,78;ZA;27/10/2021
AVE AFONSO PENA 3761 - APT 703 PAVMTO 7 - SERRA - 30130-008 - BELO HORIZONTE - MG;SERRA;2.002;2.493,88;52,41;52,41;P4;0;AP;RESIDENCIAL;209.999,88;ZA;27/10/2021
RUA JACUI 66 - BLOCO 10 APT 206 - FLORESTA - 31110-050 - BELO HORIZONTE - MG;FLORESTA;1.997;10.000;70,71;70,71;P3;0;AP;RESIDENCIAL;255.000;ZA;27/10/2021
RUA MONTES CLAROS 1359 - APT 601 - ANCHIETA - 30310-702 - BELO HORIZONTE - MG;ANCHIETA;1.982;742;68,62;68,62;P3;0,02;AP;RESIDENCIAL;275.000;ZA;27/10/2021
RUA HUMAITA 288 - APT 902 - PADRE EUSTAQUIO - 30720-410 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1.982;500;130;130;P3;0,06;AP;RESIDENCIAL;285.012;ZA;27/10/2021
RUA VIAMAO 35 - APT 602 - PRADO - 30411-253 - BELO HORIZONTE - MG;PRADO;1.981;450;95;95;P3;0,08;AP;RESIDENCIAL;330.000;ZA;27/10/2021
RUA VEREADOR GERALDO PEREIRA 810 - APT 303 - PADRE EUSTAQUIO - 30720-400 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2.009;1.000;121,39;121,39;P4;0,03;AP;RESIDENCIAL;350.000;ZA;27/10/2021
RUA PROFESSOR PIMENTA DA VEIGA 204 - APT 301 - CIDADE NOVA - 31170-190 - BELO HORIZONTE - MG;CIDADE NOVA;1.979;360;120,83;120,83;P3;0,17;AP;RESIDENCIAL;555.000;ZA;27/10/2021
RUA HENRIQUE BURNIER 160 - APT 103 - GRAJAU - 30431-202 - BELO HORIZONTE - MG;GRAJAU;1.978;1.080;169;169;P3;0,04;AP;RESIDENCIAL;590.000;ZA;27/10/2021
RUA PERDIGAO MALHEIROS 195 - APT 401 - CORACAO DE JESUS - 30380-234 - BELO HORIZONTE - MG;CORACAO DE JESUS;1.991;605;241,47;241,47;P3;0,1;AP;RESIDENCIAL;885.000;ZA;27/10/2021
RUA GENERAL ANDRADE NEVES 189 - APT 402 - GUTIERREZ - 30441-011 - BELO HORIZONTE - MG;GUTIERREZ;2.021;390;200,17;200,17;P4;0,16;AP;RESIDENCIAL;1.000.000;ZA;27/10/2021
RUA MAR DE ESPANHA 353 - SANTO ANTONIO - 30330-270 - BELO HORIZONTE - MG;SANTO ANTONIO;1.976;250;383,65;152;P3;1;LJ;NAO RESIDENCIAL;1.085.617,02;ZA;27/10/2021
RUA JOAQUIM MURTINHO 118 - APT 601 - SANTO ANTONIO - 30350-050 - BELO HORIZONTE - MG;SANTO ANTONIO;1.977;1.400;321;321;P4;0,07;AP;RESIDENCIAL;1.200.000;ZA;27/10/2021
RUA CRISTINA 275 - APT 501 - SION - 30310-800 - BELO HORIZONTE - MG;SION;1.999;775,05;322,68;322,68;P4;0,11;AP;RESIDENCIAL;1.650.000;ZA;27/10/2021
RUA LA PLATA 166 - APT 1602 - SION - 30315-460 - BELO HORIZONTE - MG;SION;2.021;2.880;340,15;340,15;P5;0,03;AP;RESIDENCIAL;2.423.571,94;ZA;27/10/2021
RUA IRMAO GONCALVES XAVIER 70 - SAO PEDRO - 30330-030 - BELO HORIZONTE - MG;SAO PEDRO;1.958;480;554;554;P3;1;CA;RESIDENCIAL;3.200.000;ZA;27/10/2021
RUA JOSIAS VAZ DE OLIVEIRA 70 - CASA 2 - HELIOPOLIS - 31741-470 - BELO HORIZONTE - MG;HELIOPOLIS;1.996;370;65;65;P3;0,17;CA;RESIDENCIAL;107.662,50;ZAP;27/10/2021
RUA ROBERTSON PINTO COELHO 445 - APT 201 BLOCO 5 - SOLAR DO BARREIRO - 30628-080 - BELO HORIZONTE - MG;SOLAR DO BARREIRO;2.006;8.580;45,28;45,28;P2;0;AP;RESIDENCIAL;128.436,72;ZAP;27/10/2021
RUA DEPUTADO AUGUSTO GONCALVES 80 - APT 202 - SERRANO - 30882-660 - BELO HORIZONTE - MG;SERRANO;1.992;4.880;56,77;56,77;P2;0,01;AP;RESIDENCIAL;153.000;ZAP;27/10/2021
RUA GUARUJA 7 - SALA 3 - NOVA SUISSA - 30421-241 - BELO HORIZONTE - MG;NOVA SUISSA;1.995;342;31,33;31,33;P2;0,06;SL;NAO RESIDENCIAL;160.000;ZAP;27/10/2021
RUA JOAO FERREIRA DA SILVA 2200 - APT 401 BLOCO TORRE B - MARIA HELENA - 31680-050 - BELO HORIZONTE - MG;MARIA HELENA;2.017;2.112,39;43,74;43,74;P3;0,02;AP;RESIDENCIAL;190.893,34;ZAP;27/10/2021
RUA JOAO FERREIRA DA SILVA 2200 - APT 404 BLOCO TORRE B - MARIA HELENA - 31680-050 - BELO HORIZONTE - MG;MARIA HELENA;2.017;2.112,39;43,74;43,74;P3;0,02;AP;RESIDENCIAL;190.893,34;ZAP;27/10/2021
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 406 BLOCO 2 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2.021;6.109,62;59,77;59,77;P3;0,01;AP;RESIDENCIAL;210.000;ZAP;27/10/2021
RUA MARTINICA 352 - APT 401 BLOCO 3 - SANTA BRANCA - 31565-400 - BELO HORIZONTE - MG;SANTA BRANCA;2.021;4.710,50;47,96;47,96;P3;0,01;AP;RESIDENCIAL;215.000;ZAP;27/10/2021
RUA MARTINICA 352 - APT 302 BLOCO 5 - SANTA BRANCA - 31565-400 - BELO HORIZONTE - MG;SANTA BRANCA;2.021;4.710,50;48,34;48,34;P3;0,01;AP;RESIDENCIAL;215.000;ZAP;27/10/2021
RUA JACAREPAGUA 391 - APT 101 - JARDIM AMERICA - 30421-351 - BELO HORIZONTE - MG;JARDIM AMERICA;1.978;349;102;102;P2;0,17;AP;RESIDENCIAL;230.000;ZAP;27/10/2021
RUA SILVEIRA 256 - APT 304 - SAGRADA FAMILIA - 31030-492 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1.980;584;86,51;86,51;P3;0,06;AP;RESIDENCIAL;235.000;ZAP;27/10/2021
AVE BERNARDO DE VASCONCELOS 2080 - BLOCO B APT 702 - IPIRANGA - 31160-440 - BELO HORIZONTE - MG;IPIRANGA;1.997;1.523;135,13;135,13;P3;0,01;AP;RESIDENCIAL;241.238,59;ZAP;27/10/2021
RUA CELUTA RAMIRES NORONHA 283 - APT 102 - JARDIM DOS COMERCIARIOS - 31640-150 - BELO HORIZONTE - MG;JARDIM DOS COMERCIARIOS;2.021;360;75,16;75,16;P3;0,14;AP;RESIDENCIAL;250.000;ZAP;27/10/2021
RUA MARLIERIA 46 - APT 203 - SANTA INES - 31080-360 - BELO HORIZONTE - MG;SANTA INES;2.007;1.080;70,25;70,25;P3;0,02;AP;RESIDENCIAL;251.504,24;ZAP;27/10/2021
RUA PASTOR MURYLLO CASSETE 201 - CASA 1 - SAO BERNARDO - 31741-405 - BELO HORIZONTE - MG;SAO BERNARDO;2.011;450;55,97;55,97;P2;0,19;CA;RESIDENCIAL;259.000;ZAP;27/10/2021
RUA SAO JOAO DA VEREDA 37 - APT 303 - SANTA BRANCA - 31565-480 - BELO HORIZONTE - MG;SANTA BRANCA;2.015;720;104;208;P3;0,04;AP;RESIDENCIAL;265.000;ZAP;27/10/2021
RUA JOAO GUALBERTO FILHO 55 - APT 301 - SAGRADA FAMILIA - 31030-410 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1.976;400;88,27;88,27;P3;0,08;AP;RESIDENCIAL;270.318,05;ZAP;27/10/2021
RUA CONSELHEIRO JOAQUIM CAETANO 810 - APT 201 - NOVA GRANADA - 30421-470 - BELO HORIZONTE - MG;NOVA GRANADA;1.996;300;88,45;88,45;P3;0,17;AP;RESIDENCIAL;280.000;ZAP;27/10/2021
RUA CORURIPE 34 - APT 201 - NOVA GRANADA - 30431-300 - BELO HORIZONTE - MG;NOVA GRANADA;1.997;300;93,58;93,58;P3;0,17;AP;RESIDENCIAL;280.000;ZAP;27/10/2021
RUA MARIA MANOELA BRAZ 370 - APT 1104 BLOCO 2 - HELIOPOLIS - 31741-460 - BELO HORIZONTE - MG;HELIOPOLIS;2.013;5.040;77,68;77,68;P4;0,01;AP;RESIDENCIAL;283.015,40;ZAP;27/10/2021
RUA PASTOR ACHILLES BARBOSA 305 - APT 303 - PALMARES - 31155-460 - BELO HORIZONTE - MG;PALMARES;2.021;1.357;95,01;95,01;P4;0,04;AP;RESIDENCIAL;285.000;ZAP;27/10/2021
RUA BEIRA ALTA 123 - APT 803 BLOCO 1 - SAO FRANCISCO - 31255-240 - BELO HORIZONTE - MG;SAO FRANCISCO;2.013;3.000;100,59;100,59;P3;0,01;AP;RESIDENCIAL;312.000;ZAP;27/10/2021
RUA AGUAS DA PRATA 7 - JATOBA - 30692-450 - BELO HORIZONTE - MG;JATOBA;1.990;360;100,53;100,53;P3;1;CA;RESIDENCIAL;322.460,81;ZAP;27/10/2021
RUA ETELVINA VAZ DE MELO 76 - APT 101 - DONA CLARA - 31260-190 - BELO HORIZONTE - MG;DONA CLARA;1.999;360;69,25;69,25;P3;0,12;AP;RESIDENCIAL;348.000;ZAP;27/10/2021
RUA HELIO DE SENNA FIGUEIREDO 100 - APT 301 - SERRANO - 30882-600 - BELO HORIZONTE - MG;SERRANO;2.020;360;100,59;100,59;P3;0,12;AP;RESIDENCIAL;350.053,20;ZAP;27/10/2021
RUA JOSE ANTENOR 512 - APT 101 - HELIOPOLIS - 31741-455 - BELO HORIZONTE - MG;HELIOPOLIS;2.013;375;131,03;262,06;P3;0,12;AP;RESIDENCIAL;400.000;ZAP;27/10/2021
RUA JAVA 186 - APT 401 - NOVA SUISSA - 30421-228 - BELO HORIZONTE - MG;NOVA SUISSA;2.017;780;110,49;110,49;P3;0,04;AP;RESIDENCIAL;500.000;ZAP;27/10/2021
RUA ANTONIO FRANCISCO RODRIGUES 118 - SANTA HELENA - 30642-400 - BELO HORIZONTE - MG;SANTA HELENA;1.970;360;246,35;246,35;P2;1;CA;RESIDENCIAL;548.230;ZAP;27/10/2021
RUA VEREADOR ORLANDO BONFIM 43 - APT 202 - PLANALTO - 31720-490 - BELO HORIZONTE - MG;PLANALTO;2.021;360;155,57;155,57;P4;0,2;AP;RESIDENCIAL;614.501,50;ZAP;27/10/2021
RUA HENRIQUE HORTA 126 - APT 203 - PLANALTO - 31720-400 - BELO HORIZONTE - MG;PLANALTO;2.021;360;145,96;145,96;P3;0,2;AP;RESIDENCIAL;640.000;ZAP;27/10/2021
RUA DO PATRIARCA 600 - APT 502 - IPIRANGA - 31160-180 - BELO HORIZONTE - MG;IPIRANGA;2.011;330;152,55;152,55;P3;0,17;AP;RESIDENCIAL;655.665,49;ZAP;27/10/2021
RUA CRISTIANO OTONI 441 - SANTA TEREZINHA - 31365-240 - BELO HORIZONTE - MG;SANTA TEREZINHA;2.008;360;288;288;P1;1;CA;RESIDENCIAL;670.000;ZAP;27/10/2021
RUA MARECHAL RONDON 127 - PLANALTO - 31720-050 - BELO HORIZONTE - MG;PLANALTO;1.993;367;273,13;273,13;P3;1;CA;RESIDENCIAL;726.244,85;ZAP;27/10/2021
RUA VICENTINA DE SOUZA 89 - SAGRADA FAMILIA - 31030-240 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1.955;400;152;152;P3;1;CA;RESIDENCIAL;825.000;ZAP;27/10/2021
RUA HORTA BARBOSA 237 - APT 602 - NOVA FLORESTA - 31140-260 - BELO HORIZONTE - MG;NOVA FLORESTA;2.014;493;198,45;198,45;P3;0,11;AP;RESIDENCIAL;845.000;ZAP;27/10/2021
RUA NESTOR SOARES DE MELO 178 - PALMARES - 31160-540 - BELO HORIZONTE - MG;PALMARES;1.985;360;215;215;P3;1;CA;RESIDENCIAL;1.000.000;ZAP;27/10/2021
RUA BARAO DE SABARA 190 - APT 103 BLOCO 6 - MADRE GERTRUDES - 30512-750 - BELO HORIZONTE - MG;MADRE GERTRUDES;2.008;4.792,57;50,65;50,65;P2;0,01;AP;RESIDENCIAL;148.303,20;ZAR2;27/10/2021
RUA SERRA DA MOEDA 161 - APT 303 BLOCO A31 20 - RIBEIRO DE ABREU - 31872-370 - BELO HORIZONTE - MG;RIBEIRO DE ABREU;1.981;116.771;74;74;P2;0;AP;RESIDENCIAL;149.824,54;ZAR2;27/10/2021
RUA AUGUSTO CLEMENTINO 82 - APT 202 - SANTA AMELIA - 31550-300 - BELO HORIZONTE - MG;SANTA AMELIA;2.001;360;58,22;58,22;P2;0,12;AP;RESIDENCIAL;180.000;ZAR2;27/10/2021
RUA ERNESTO TOGNOLO 251 - APT 504 BLOCO 2 - POUSADA SANTO ANTONIO - 31970-170 - BELO HORIZONTE - MG;POUSADA SANTO ANTONIO;2.020;6.092,32;65,54;65,54;P3;0,01;AP;RESIDENCIAL;192.887,27;ZAR2;27/10/2021
RUA VEREADOR FAUSTO SANTANA 342 - APT 406 BLOCO B - ENGENHO NOGUEIRA - 31320-455 - BELO HORIZONTE - MG;ENGENHO NOGUEIRA;2.018;12.208,33;64,19;64,19;P3;0;AP;RESIDENCIAL;210.000;ZAR2;27/10/2021
PCA JORNALISTA CICI SANTOS 17 - APT 304 BLOCO 06 - CASTELO - 31330-296 - BELO HORIZONTE - MG;CASTELO;2.013;7.654,19;65,37;65,37;P3;0;AP;RESIDENCIAL;228.000;ZAR2;27/10/2021
RUA ANA DIAS DUARTE 140 - APT 1407 BLOCO 1 - JARDIM GUANABARA - 31742-273 - BELO HORIZONTE - MG;JARDIM GUANABARA;2.021;15.015;61,01;61,01;P3;0;AP;RESIDENCIAL;240.000;ZAR2;27/10/2021
RUA JOSE TEOFILO MARQUES 10 - SALA 902 - BURITIS - 30575-833 - BELO HORIZONTE - MG;BURITIS;2.015;1.396,16;86,06;86,06;P3;0,02;SL;NAO RESIDENCIAL;243.407,29;ZAR2;27/10/2021
