name_building,floors,status,year,address,address_2,link_2,height,link,h1,h2,h3,type_concat,residential,office,hotel,other,type_simplified
Diogo Home Boutique,27,built,2006,Rua Diogo Jácome 550-554,Sao Paulo SP Brazil,,295,https://skyscraperpage.com/cities?buildingID=84689,295,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential
Coral Bay,27,built,1995,Rua Bahia 753,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95820,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Agrias,27,built,2009,Rua Itapaiuna 1800,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95107,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Transamérica Flat International Plaza,26,built,2000,"Alameda Santos 981, Jardim Paulista 01419-001 Zona Sul",Sao Paulo SP Brazil,,295,https://skyscraperpage.com/cities?buildingID=11054,295,NA,NA,"c(""Building Uses"", ""- hotel"", ""- residential"", ""- restaurant"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,1,0,Mixed Use
Edifício José Paulino Nogueira,26,built,1943,"Largo do Paissandú, 72 - Centro",Sao Paulo SP Brazil,http://www.cejpn.com.br,NA,https://skyscraperpage.com/cities?buildingID=115799,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Fórum João Mendes Jr,23,built,1971,Praça Doutor João Mendes Júnior,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96407,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Blue Tree Towers Faria Lima,26,built,2001,"Av. Brigadeiro Faria Lima, 3989 Vila Olímpia - Zona Sul",Sao Paulo SP Brazil,http://www.bluetree.com.br/,295,https://skyscraperpage.com/cities?buildingID=10955,295,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- steel"", ""- aluminium"", ""- concrete, reinforced"")",0,0,1,0,Hotel
360º,22,built,2012,Sao Paulo SP Brazil,,NA,NA,https://skyscraperpage.com/cities?buildingID=32826,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- futurism"")",1,1,0,0,Mixed Use
Wonder,32,built,2006,Rua Diogo Jácome 518,Sao Paulo SP Brazil,,289,https://skyscraperpage.com/cities?buildingID=95126,289,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Window,32,built,2006,Rua Diogo Jácome 518,Sao Paulo SP Brazil,,289,https://skyscraperpage.com/cities?buildingID=95125,289,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Wharehouse,32,built,2006,Rua Diogo Jácome 518,Sao Paulo SP Brazil,,289,https://skyscraperpage.com/cities?buildingID=95124,289,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Domani Parque,30,built,2004,Sao Paulo SP Brazil,,NA,289,https://skyscraperpage.com/cities?buildingID=10879,289,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"")",1,0,0,0,Residential
Terraco Ibirapuera,29,built,2003,Sao Paulo SP Brazil,,NA,289,https://skyscraperpage.com/cities?buildingID=11077,289,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Edifício Comendador Yerchanik Kissajikian,22,built,2003,"Avenida Paulista, 901 e Al. Santos - Jardim Paulista, Zona Sul",Sao Paulo SP Brazil,,289,https://skyscraperpage.com/cities?buildingID=11071,289,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Edifício Nestlé,20,built,1986,"Avendia das Nações Unidas, 12.495 - Itaim Bibi",Sao Paulo SP Brazil,http://www.aflaloegasperini.co...,289,https://skyscraperpage.com/cities?buildingID=10892,289,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Jardim América,27,built,1968,Rua da Consolação 3064,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102692,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Condomínio Edifício Anita,26,built,1971,"Rua Haddock Lobo, 403",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=113825,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential
Edifício Jardim América,25,built,,"Rua Paraguai, 42 - Jardim América",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11064,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- stone"", ""- concrete (plain)"", ""- brick"")",1,0,0,0,Residential
Lindenberg ID Itaim,23,built,2009,"Rua Benedito Lapin, 167",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63107,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Lindenberg Tucumã,22,built,2009,R. Tucumã X R. Hans Nobiling,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63111,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Vincetori Condominium II,29,built,2004,Avenida Adolfo Pinheiro 760,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96173,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Vincetori Condominium I,29,built,2004,Avenida Adolfo Pinheiro 760,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96172,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Ibirapuera Park View,29,built,2008,Rua Pirapora 70-86,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95131,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Flora Viva,29,built,2007,Rua Sócrates 355,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96280,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Chateau de Blois,29,built,2005,Avenida Divino Salvador 395,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95132,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Brasília Small Town Flat Service,29,built,,Rua Olavo Egídio 420,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95140,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Asahi Bank Of Tokyo,21,built,1976,Av. Paulista 1274 Jardim Paulista,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=104875,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office
Edifício Santa Catarina,18,built,2007,"Avenida Paulista 283, Paraíso - Vila Mariana 01311-000 Zona Sul",Sao Paulo SP Brazil,,285,https://skyscraperpage.com/cities?buildingID=58860,285,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Mercure Grand Hotel São Paulo Ibirapuera,17,built,1998,"Rua Joinville, 515 Vila Mariana (Ibirapuera) Zona Sul",Sao Paulo SP Brazil,http://www.mercure.com/mercure...,285,https://skyscraperpage.com/cities?buildingID=10906,285,197,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- stone"", ""- granite"", ""- concrete, reinforced"")",0,0,1,0,Hotel
Blue Tree Towers Berrini,22,built,1997,"Rua Quintana, 1012 Brooklin Novo - Zona Leste",Sao Paulo SP Brazil,http://www.bluetree.com.br/,284,https://skyscraperpage.com/cities?buildingID=10954,284,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- concrete, reinforced"")",0,0,1,0,Hotel
Walk Vila Nova,30,built,2008,Rua Afonso Brás 747,Sao Paulo SP Brazil,,283,https://skyscraperpage.com/cities?buildingID=95130,283,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Barão do Amparo,21,built,1973,Avenida Paulista 2006,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102693,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Edifício Sede IBM,20,built,1977,"Rua Totóia, 1157 at Avenida 23 de Maio - Vila Mariana",Sao Paulo SP Brazil,,269,https://skyscraperpage.com/cities?buildingID=64350,269,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete (plain)"", ""- concrete, reinforced"")",0,1,0,0,Office
Mansao Ravello,27,built,2004,Rua Tavares Bastos 68,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95807,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
The Square,26,built,2009,Rua Doutor Samuel de Castro Neves 149,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96186,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Solar dos Canelhas,26,built,,Rua Barão do Bananal 490,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95808,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Reserve Du Parc,26,built,2004,Rua Ministro Godoy 255,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95810,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Etoile,26,built,2006,Rua Campevas 370,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95809,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Torre Pacífico,25,built,2008,Rua Morais de Barros 960,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95065,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Torre Atlântico,25,built,2008,Rua Morais de Barros 960,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95064,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Cetenco Plaza Torre Sul,25,built,1981,"Avenida Paulista, 1842",Sao Paulo SP Brazil,,279,https://skyscraperpage.com/cities?buildingID=10957,279,NA,NA,"c(""Building Uses"", ""- office"", ""- government"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete (plain)"", ""- concrete, reinforced"")",0,1,0,0,Office
Cetenco Plaza Torre Norte,25,built,1981,Avenida Paulista 1842,Sao Paulo SP Brazil,,279,https://skyscraperpage.com/cities?buildingID=63590,279,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete (plain)"", ""- concrete, reinforced"")",0,1,0,0,Office
Torre Paulista,23,built,,"Avenida Paulista, 949 - Jardim Paulista",Sao Paulo SP Brazil,,279,https://skyscraperpage.com/cities?buildingID=10950,279,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- structural expressionism"", ""Materials"", ""- concrete, reinforced"", ""- concrete"")",0,1,0,0,Office
Edifício Lumière,22,built,2007,Rua Cel. Melo de Oliveira 915 Perdizes,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59714,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Grand Hyatt São Paulo,26,built,2002,Av. Nações Unidas,Sao Paulo SP Brazil,,276,https://skyscraperpage.com/cities?buildingID=10886,276,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"")",0,0,1,0,Hotel
Pedro Biagi,23,built,1973,Avenida Paulista 460,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63628,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Edifício Parque Iguatemi,22,built,1975,"Av. Brig. Faria Lima, 1383",Sao Paulo SP Brazil,,276,https://skyscraperpage.com/cities?buildingID=10927,276,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete, reinforced"", ""- concrete"")",0,1,0,0,Office
