name_building,floors,status,year,address,address_2,link_2,height,link,h1,h2,h3,type_concat,residential,office,hotel,other,type_simplified,address_adj,lat,long
Lumina Noblesse Torre C,28,built,2005,Avenida Sargento Geraldo Santana 660,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96271,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Sargento Geraldo Santana 660,-23.6636384,-46.691482
Lumina Noblesse Torre B,28,built,2005,Avenida Sargento Geraldo Santana 660,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96270,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Sargento Geraldo Santana 660,-23.6636384,-46.691482
Lumina Noblesse Torre A,28,built,2004,Avenida Sargento Geraldo Santana 660,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96269,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Sargento Geraldo Santana 660,-23.6636384,-46.691482
Brasil Pitoresco B,28,built,,Rua Manoel da Nóbrega 1240,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95128,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Manoel da Nóbrega 1240,-25.55544,-49.2656707
West Side,26,built,2006,Rua Peixoto Gomide 596,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102696,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Peixoto Gomide 596,-23.5598857,-46.6560858
East Side,26,built,2006,Rua Peixoto Gomide 596,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102695,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Peixoto Gomide 596,-23.5598857,-46.6560858
Barão De Itatiaia Galeria 2001,24,built,1977,Av. Paulista 2001 Jardim Paulista,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=104877,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- communication"", ""- retail"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office,Av. Paulista 2001 Jardim Paulista,-23.5592481,-46.6592623
Exclusive Perdizes,23,built,2008,"Rua Tucuna, 662",Sao Paulo SP Brazil,,276,https://skyscraperpage.com/cities?buildingID=61446,276,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- aluminium"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,"Rua Tucuna, 662",-23.5312227,-46.6829829
Domani Pinheiros,27,built,2003,Rua Isabel de Castela,Sao Paulo SP Brazil,,271,https://skyscraperpage.com/cities?buildingID=10883,271,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,Rua Isabel de Castela,-23.5530719,-46.6983211
Villa Natura Bloco D,27,built,2005,Avenida Washington Luís 1277,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96195,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Washington Luís 1277,-23.656122,-46.69387
Villa Natura Bloco C,27,built,2005,Avenida Washington Luís 1277,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96194,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Washington Luís 1277,-23.656122,-46.69387
Villa Natura Bloco B,27,built,2005,Avenida Washington Luís 1277,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96193,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Washington Luís 1277,-23.656122,-46.69387
Villa Natura Bloco A,27,built,2005,Avenida Washington Luís 1277,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96192,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Washington Luís 1277,-23.656122,-46.69387
Torre São Paulo,27,built,,Rua Jerônima Dias 247,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95145,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Jerônima Dias 247,-23.4871115,-46.6239422
Ouro Verde,27,built,,Rua Pedro Doll 530,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95144,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Pedro Doll 530,-23.49073005,-46.63077926224806
Bios Santana,27,built,2007,Rua Antônio Pereira de Sousa 425,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95142,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Antônio Pereira de Sousa 425,-6.9261307,-39.5702741
Astoria,27,built,1990,Rua Pedro Doll 333,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95143,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Pedro Doll 333,-23.4915642,-46.6293386
Victoria Park,22,built,,"Pedro Alvares Cabral,1088",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11066,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,"Pedro Alvares Cabral,1088",-5.1889955,-37.3603803
Conjunto Yervant Kissajikian,33,built,1981,Rua Zavuvus 5,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=10990,NA,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Zavuvus 5,-23.6742524,-46.6661098
Tivoli Sao Paulo Mofarrej,23,built,,Alameda Santos 1437 - Cerqueira César,Sao Paulo SP Brazil,http://www.tivolihotels.com/en...,NA,https://skyscraperpage.com/cities?buildingID=108672,NA,NA,NA,"c(""Building Uses"", ""- hotel"", ""- parking garage"", ""- restaurant"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"", ""- fabric"")",0,0,1,0,Hotel,Alameda Santos 1437 - Cerqueira César,-23.5564966,-46.664041
Edifício Véranda,23,built,2007,Rua Vanderlei 1223 Perdizes,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59713,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,Rua Vanderlei 1223 Perdizes,-23.5359936,-46.6811477
Edifício Espace,23,built,2006,Rua Fábia 404 Vila Romana,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59380,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- brick"", ""- concrete"")",1,0,0,0,Residential,Rua Fábia 404 Vila Romana,-23.527091,-46.6990933
Edificio Comendador Alberto Bonfiglioli,20,built,2001,"Avenida Paulista, 1048 - Bela Vista",Sao Paulo SP Brazil,,264,https://skyscraperpage.com/cities?buildingID=11078,264,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"")",0,1,0,0,Office,"Avenida Paulista, 1048 - Bela Vista",-23.564459749999997,-46.652188401214644
NYC Berrini,26,built,2009,"Sansão Alves dos Santos, 56",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95225,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential,"Sansão Alves dos Santos, 56",-23.6044702,-46.694538
Espaço Terral,26,built,2007,Avenida Dona Helena Pereira de Moraes 415,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95122,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Dona Helena Pereira de Moraes 415,-23.634686,-46.7251885
Espaço Mistral,26,built,2007,Avenida Dona Helena Pereira de Moraes 415,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95123,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Dona Helena Pereira de Moraes 415,-23.634686,-46.7251885
Espaço Brisa,26,built,2007,Avenida Dona Helena Pereira de Moraes 415,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95121,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Dona Helena Pereira de Moraes 415,-23.634686,-46.7251885
Transamerica Flat Higienópolis,25,built,,Rua Alagoas 974,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95824,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Alagoas 974,-9.8848953,-36.8249761
Piazza della Fontana,25,built,,Rua Diogo Vaz 370,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96477,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Diogo Vaz 370,-23.5626878,-46.6281639
Marrion Luxury Edition,25,built,2008,Rua Caiubi 489,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95812,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Caiubi 489,-23.5385706,-46.6745338
Mansão Charlie Parker,25,built,,Rua Apinajés 761,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95811,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Apinajés 761,-23.545595,-46.6859993
Lumière,25,built,2007,Rua Coronel Melo de Oliveira 915,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95813,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Coronel Melo de Oliveira 915,-23.5325098,-46.6866949
Estacionamento Shopping 25 de Março,25,built,,Avenida Prestes Maia,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96401,NA,NA,NA,"c(""Building Uses"", ""- mixed use"", ""Structural Types"", ""- highrise"")",0,0,0,1,Other,Avenida Prestes Maia,-23.5361824,-46.6336745
Paradiso,24,built,2000,Rua Voluntários da Pátria 4280,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95139,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Voluntários da Pátria 4280,-23.4840472,-46.6306505
Paradiso,24,built,2000,"Rua Pará, 391",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95827,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,"Rua Pará, 391",-1.3738759,-48.4295841
Delta Plaza,22,built,1992,Rua Cincinato Braga 340/348,Sao Paulo SP Brazil,,262,https://skyscraperpage.com/cities?buildingID=63611,262,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,Rua Cincinato Braga 340/348,-23.5683035,-46.6461137
Palácio Mauá,21,built,1952,Viaduto Dona Paulina 80,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96422,NA,NA,NA,"c(""Building Uses"", ""- courthouse"", ""Structural Types"", ""- highrise"")",0,0,0,1,Other,Viaduto Dona Paulina 80,-23.5519679,-46.6361578
Azevedo e Villares,21,built,1943,Largo do Tesouro,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96423,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- art deco"")",0,1,0,0,Office,Largo do Tesouro,-16.3508759,-48.9064475
RochaVerá Plaza Torre B,18,built,2008,"Avenida das Nações Unidas, 14171 - Santo Amaro",Sao Paulo SP Brazil,,262,https://skyscraperpage.com/cities?buildingID=64358,262,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- carbon-fibre"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Avenida das Nações Unidas, 14171 - Santo Amaro",-23.6229744,-46.7012293
RochaVerá Plaza Torre A,16,built,2008,"Avenida das Nações Unidas, 14171 - Santo Amaro",Sao Paulo SP Brazil,,262,https://skyscraperpage.com/cities?buildingID=64359,262,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Avenida das Nações Unidas, 14171 - Santo Amaro",-23.6229744,-46.7012293
Edifício Grande Avenida,22,built,1966,"Av. Paulista 1754, Bela Vista BR-01310-920 Zona Sul",Sao Paulo SP Brazil,,262,https://skyscraperpage.com/cities?buildingID=10925,262,NA,NA,"c(""Building Uses"", ""- office"", ""- communication"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"", ""- concrete"")",0,1,0,0,Office,"Av. Paulista 1754, Bela Vista ",-23.5602323,-46.6574811
Terra Brasilis,20,built,1997,Rua André Ampère 153,Sao Paulo SP Brazil,,262,https://skyscraperpage.com/cities?buildingID=11057,262,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,Rua André Ampère 153,-23.610032,-46.6932213
Terra Brasilis,20,built,1997,Rua Sócrates 335,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96281,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Sócrates 335,-23.6573641,-46.6914225
Bolsa de Imóveis de São Paulo,20,built,1996,Av. Naçoes Unidas,Sao Paulo SP Brazil,,262,https://skyscraperpage.com/cities?buildingID=10947,262,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Av. Naçoes Unidas,-23.6204337,-46.7006208
Edifício Sede Sudameris,17,built,1986,"Avenida Paulista, 1000 - Bela Vista",Sao Paulo SP Brazil,,262,https://skyscraperpage.com/cities?buildingID=10928,262,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Avenida Paulista, 1000 - Bela Vista",-23.5649267,-46.6519566
Parque Cultural Paulista,21,built,1990,"Avenida Paulista, 37 - Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63625,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"")",0,1,0,0,Office,"Avenida Paulista, 37 - Paraíso",-23.571099,-46.64517477009933
Vivere,26,built,2006,Rua Professor Dorival Dias Minhoto 333,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95151,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Professor Dorival Dias Minhoto 333,-23.4800405,-46.6443644
Torre Cantareira,26,built,,Rua Jerônima Dias 247,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95146,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Jerônima Dias 247,-23.4871115,-46.6239422
Scott Joplin,26,built,,Rua Capitão Otávio Machado 1018,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96185,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Capitão Otávio Machado 1018,-23.6362124,-46.6989226
Qualitá,26,built,,Avenida Raimundo Pereira de Magalhães 1652,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95157,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Raimundo Pereira de Magalhães 1652,-23.5059949,-46.7174922
Prosperitá,26,built,,Avenida Raimundo Pereira de Magalhães 1652,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95156,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Raimundo Pereira de Magalhães 1652,-23.5059949,-46.7174922
Mundo Apto Santana,26,built,2007,Rua José Debieux 282,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95147,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua José Debieux 282,-23.4945267,-46.6246099
Modernitá,26,built,,Avenida Raimundo Pereira de Magalhães 1652,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95155,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Raimundo Pereira de Magalhães 1652,-23.5059949,-46.7174922
MO.R.E,26,built,2009,Rua Sócrates 193,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96286,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Sócrates 193,-23.6563076,-46.691393
Manacá,26,built,2005,Rua Borba Gato 331,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96201,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Borba Gato 331,-23.6568592,-46.6996914
Libertá,26,built,,Avenida Raimundo Pereira de Magalhães 1652,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95154,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Raimundo Pereira de Magalhães 1652,-23.5059949,-46.7174922
Felicitá,26,built,,Avenida Raimundo Pereira de Magalhães 1652,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95153,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Raimundo Pereira de Magalhães 1652,-23.5059949,-46.7174922
Felice,26,built,2006,Rua Professor Dorival Dias Minhoto 333,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95150,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Professor Dorival Dias Minhoto 333,-23.4800405,-46.6443644
